author_name,rating,published_at,text,author_image_url
Ridwan Hanif,1.0,3 minggu lalu,"semalam saya pesan via ojol, pesanan tidak sesuai dengan struk pembelian, saya sudah sering alami hal ini, karyawan gacoan tidak teliti, tolong setiap pesanan di cek lagi sebelum di kirim via ojol. Karyawan bagian Quality Control harus …",https://lh3.googleusercontent.com/a/ACg8ocKzuozFJLkI0EpEEsJuhEkg1PT-fQai6nrwDLNV5d2iAy3-bQ=w36-h36-p-rp-mo-br100
Rizki Kurniawan,5.0,2 bulan lalu,"Tempatnya nyaman,  parkir luas, makanannya enakkk
Pelayanan juga ramah",https://lh3.googleusercontent.com/a-/ALV-UjXyijpDWgEcwwQ89X2_KEHlOxY23zut5NP_CURVthqMVEKFhhFCpw=w36-h36-p-rp-mo-br100
Hanum jihan Safitri,5.0,4 bulan lalu,"nyaman deh, sistem ny udah self servis jadi ga prlu nunggu oranglain, ga kebingungan jgaaa, gatau langsung diarahkan sama karyawannya",https://lh3.googleusercontent.com/a-/ALV-UjWrMBFSV-wBkmVGxr2mHKZTDP6QsI0Tz5tjur_k4AxWEuPNP6BywA=w36-h36-p-rp-mo-br100
feby amalia,5.0,3 bulan lalu,"mie nya selalu enak, dan pelayanan sekarang juga sudah makin canggih dan cepat",https://lh3.googleusercontent.com/a/ACg8ocLl0tUGfFMWdoWsUSOZckiXdJ1eASWB0olvratvOJUcC9QBbA=w36-h36-p-rp-mo-br100
biasalah.,5.0,sebulan lalu,bumbu mienya menurutku makin enak yang sekarang + hoki banget hari ini gak nunggu atay antri begitu lama. pelayanan bintang lima sama waiternya cakep-cakep dan bersih. penyajian juga bersih jadi enak dan betah,https://lh3.googleusercontent.com/a-/ALV-UjX4aGqG0AzqpW56y9YkksDSkTzFps9qD6WPzZq7vkVjOAYuGhDC=w36-h36-p-rp-mo-br100
Roby Julian Candra,5.0,sebulan lalu,"Makanan enak, Antri ga terlalu ramai, Parkiran juga luass",https://lh3.googleusercontent.com/a-/ALV-UjXI6nmbkfM4vJhfn8C3Jxq4NkSiKwNIQRaVZKj44ZUyFMZUZxda=w36-h36-p-rp-mo-br100
Fira Rahma Dania,5.0,3 bulan lalu,Pelayanan bagus banget dan makanan nya enak banget,https://lh3.googleusercontent.com/a/ACg8ocLPATH6nIUdQk0PnAh7pHs7J0LUwicwlYx33nYE_qWdYKgX=w36-h36-p-rp-mo-br100
Yardan Alaudin,5.0,3 bulan lalu,"Pelayanan bagus, tempat bersih, dan makanan enak",https://lh3.googleusercontent.com/a-/ALV-UjXGHz4kYuq8b_JBxLKkMBB_KbVUKcFiXMBC43IhmCCbEqFL6rg=w36-h36-p-rp-mo-br100
Hilwa Tunnisa,5.0,sebulan lalu,"Makanan nya enak dan lezat poll, tempat nya nyaman dan luas",https://lh3.googleusercontent.com/a/ACg8ocJn-TI41QVz08VNcr-fbkEnVPRYEYnEnS303vnIwzcKdjfCSw=w36-h36-p-rp-mo-br100
Umi Zakiyah,5.0,4 bulan lalu,tempat dan pelayanan nyaman banget. makin luas makin enak,https://lh3.googleusercontent.com/a-/ALV-UjX3snv3GUnfSNdWFisFuD1ZV1A12UbsZ_ooq1UkH16HYCDXGIta=w36-h36-p-rp-mo-br100
yay nurul yaqin,5.0,2 bulan lalu,Wah mantap rasanya mantap .. pelayanan nya juga bagus .  Sukses terus untuk mie gacoan ❤️❤️❤️🤏🏼 …,https://lh3.googleusercontent.com/a/ACg8ocKFbi7OIZjpLNe6IFdXclBSDkboKwrT0CWU-1jCM3EWA_2RDA=w36-h36-p-rp-mo-br100
Rofiahtul Wahdah,5.0,2 bulan lalu,"tempat luas, pelayanan cepat banget, petugasnya ramah2",https://lh3.googleusercontent.com/a-/ALV-UjVZwcKD8g-ZpqsMneQwxYFz65JeZQAZ9uhCVMNK-JEAKG3YB3p2WQ=w36-h36-p-rp-mo-br100
BUSAIRI BUSAIRI,5.0,2 minggu lalu,Bersih tempat nyaman parkir aman nyaman baik R2/R4,https://lh3.googleusercontent.com/a/ACg8ocKAmc6XTrqs-ghfdZAsULZ40ptxyG82-LFRFwTEuIO2hf_VRQ=w36-h36-p-rp-mo-ba4-br100
Saskia Novitaputri,5.0,4 bulan lalu,"sukaaa bgt pelayanan nya , kukira lama , ternyata cepet bgt antri nya",https://lh3.googleusercontent.com/a/ACg8ocLfCQf66lRHsdm_Ubsf52OlOKkUCpKzuCkkovo0rWkDK06Gkg=w36-h36-p-rp-mo-br100
Laa Elllaa03,5.0,sebulan lalu,"pelayanannya ramahhh bangett, sukaa bangettt. apalagi yang namanya kak teguhhh, thee besttt. makanannya enakk udangnya pun gaa berubahh. suasananya ademmm jgaa, jangan lupaa dehhh mampirrr dan cobainn sendiriii hihihi..",https://lh3.googleusercontent.com/a/ACg8ocIXHy1GpuuKvD-3WPC-AVAmTWyYv0jotwto_xcHMc9SWMD4_g=w36-h36-p-rp-mo-br100
16. NAILA FAHIMATUL JANNAH,5.0,4 bulan lalu,Tempatnya makin luas makananya juga enak cepet jugaa suka bngett makin love gacoan,https://lh3.googleusercontent.com/a-/ALV-UjXfIQCFScz8S-BTLq7HYN0ug4dK1OXf7FdBUuwqK3ldMvw1soGW=w36-h36-p-rp-mo-br100
Yuniar Arifah Nur Isnaini,5.0,4 bulan lalu,"Tempat dan pelayanan bagus , lebih efisien pelayanannya",https://lh3.googleusercontent.com/a-/ALV-UjXO7sEDMZhpWXcoO_VY58CFEgCt25B34RMdrVKh2u1HluLPfClD=w36-h36-p-rp-mo-br100
Hilzaalfa Robby,1.0,sebulan lalu,"KLO soal makanan sma minuman sih oke semua , cuma yg aneh parkiran , hilangkan kertas biasa gaada nominal tetep 2000 malah skrng sampai 6000 , malah tukang parkirnya sok sok an , males ribet sma Tukang parkir tak langsung bayar",https://lh3.googleusercontent.com/a/ACg8ocKE8HaysQuXsA454iWNGTn-6o9GMJwLggxiUvnnNgSUXWBsEw=w36-h36-p-rp-mo-br100
adin kholil,5.0,5 bulan lalu,"Pelayanan lebih cepat dan efisien, bayar qris ga perlu ke kasir",https://lh3.googleusercontent.com/a-/ALV-UjUF4eGau9bAjpgYxHmpfkVouktZbVGbxq7oP_Hrv27aoAJxAC8d=w36-h36-p-rp-mo-ba4-br100
21. NAILI FAHIMATUL JANNAH,5.0,4 bulan lalu,Tempatnya semakin luas pelayanannya oke banget❤,https://lh3.googleusercontent.com/a-/ALV-UjUE4vFY2fqlR7gQ3Ij6SEiXpC5tzCiVldv2bSbbHi_lT4UtLeT3=w36-h36-p-rp-mo-br100
Alvin Zaidan,5.0,5 bulan lalu,Tempatnya bagus bngt. Karyawannya ramah2,https://lh3.googleusercontent.com/a-/ALV-UjVpQNrsILdKlhlsdvk-hFoxcP8G3TK6O05dYXyntNu-_35wqXg=w36-h36-p-rp-mo-br100
Wawan Sugianto,5.0,4 bulan lalu,"makanannya enak, pelayanannya bagus dan ramah mba' nya, terimakasih gacoan, lovyu banyak'",https://lh3.googleusercontent.com/a/ACg8ocLvqKjyJArjaUZK_nWtOEHG4DidUnccZKWwpGo-fDImqNTVQA=w36-h36-p-rp-mo-br100
Gita Wulandari,5.0,2 bulan lalu,"Mie nya enak
Pengantaran cepet ga antri. Banyak",https://lh3.googleusercontent.com/a/ACg8ocLqoqN3qjPV0DKJmezPlffv5Yi8PcQZpCtuxbukiqHGe1SZpw=w36-h36-p-rp-mo-br100
Erick Wicaksono,5.0,seminggu lalu,Pelayanan bagus kak makasih,https://lh3.googleusercontent.com/a/ACg8ocLMys7ksttGtMBLYOlhfX2iRma5rRpRwR4y_dAlT0g4EQBwmg=w36-h36-p-rp-mo-br100
Gmot Situbondo,3.0,sebulan lalu,"pelayanan oke aku kasi jempol, tapi sayang di pangsitnya ada rambut",https://lh3.googleusercontent.com/a/ACg8ocJbpHvZ-cmbJO8BfV57tJQgUDVsvWglIYS0EpmRJUN1GO_qNA=w36-h36-p-rp-mo-br100
aryo Riono,5.0,4 bulan lalu,"Pelayanannya bagus banget, ramah² bangett suka SM gacoan yang sekarang",https://lh3.googleusercontent.com/a-/ALV-UjXH4wDH_R2bMeY2RoRTfOhjngJtml53FPCtSJoc6ujnM0RXONA=w36-h36-p-rp-mo-br100
NAFY LATUZ ZUHRO,5.0,seminggu lalu,enak dan terjangkau,https://lh3.googleusercontent.com/a/ACg8ocJP9Z7HtoH7SDvAzwvGCCz6hcJhz9iNBkgUoTk7BizquFTSzg=w36-h36-p-rp-mo-br100
Zhazha Amalia,5.0,sebulan lalu,enakk wort it dengan harga pelajarrr wajib repeat,https://lh3.googleusercontent.com/a-/ALV-UjXjdOFen3AYcekdDwi_RrZ65SX9UP0_KL4rGKpwF5OKwWvJcMMr-g=w36-h36-p-rp-mo-br100
Diah wahyu Pranita sari,1.0,5 bulan lalu,"Sumpah lama bnget, nunggu lama, mienya tambah kecil, tdk recomended.",https://lh3.googleusercontent.com/a-/ALV-UjVJW0ia1qoOCvDTCDTJ_J063U6EX8a0TOf3C2m3pVHrL4MFVO92TQ=w36-h36-p-rp-mo-br100
Ramaki,1.0,3 bulan lalu,"Pindah ke sini malah makin lama pelayanan, pesen udah 30 menit makanan belum dateng. Meja yg dateng belakangan malah didahuluin.
Pesenan udah pake nomer meja, tapi masih perlu nunjukkin struk pembayaran. Kalo …",https://lh3.googleusercontent.com/a-/ALV-UjVDiJpjB4smpB2EDFEER7d083-wzyJcSR9sf8IhGR2RFPrgt-ZJ=w36-h36-p-rp-mo-ba2-br100
Dhea Ardha Putri K.S,5.0,4 bulan lalu,makanan enakk pelayanan baikkk mantappp dehhh,https://lh3.googleusercontent.com/a/ACg8ocIx6JRjlZ430ECitjwGHqpvS62fl7j6CADZqMmO_RjWdfWCJAk=w36-h36-p-rp-mo-br100
Maulida putri aulia rachma,5.0,4 bulan lalu,"tempat lebih luas bagus dan nyaman, makanan tetep sama masih jadi favorit enak bangeeetttt",https://lh3.googleusercontent.com/a-/ALV-UjWfhf0rFr6m2mfv4rMwRHt-uvsRYot8L9kjETRZnzgxPV5ruCQS-A=w36-h36-p-rp-mo-br100
Rudi Hartono,5.0,sebulan lalu,"Udah langganan dari mulai yang di jl. Sumatra, nggak pernah bosen makan disini sekarang lebih luas tempatnya dan rasanya tetap konsisten selalu enak the best pokok nya buat gacoan",https://lh3.googleusercontent.com/a/ACg8ocIEyX1kqAQhfJsaiCK93NMutPyD4WrC7NZdjNQbGcYqYSBwVg=w36-h36-p-rp-mo-br100
Fatah Azkaban,5.0,3 bulan lalu,"Lokasi Keren lah  bisa ngimbangi kota besar..
mgkin kcpatan playanan lbh ditingkatin..",https://lh3.googleusercontent.com/a-/ALV-UjVzO8kvSgPqjDL54B46kxPeFSJbzV9CabzVsoFMg-JGz8UiEeM=w36-h36-p-rp-mo-br100
Iren Aurellia,5.0,4 bulan lalu,"Tempat nya bersih, pelayanan nya baik dan cepat dan ramah, makanan nya enak, recomended !!",https://lh3.googleusercontent.com/a/ACg8ocJn4pXcGhvn9-kxxm6YqaNmF0NUFRWzW4YrG_A8OSvlOH8RkmY4=w36-h36-p-rp-mo-br100
Khunti Sari,5.0,sebulan lalu,"pelayanan yang sangat baik dan cepat, karyawan ramah",https://lh3.googleusercontent.com/a/ACg8ocKq3paMGdb0Dac4-KbNQwMLa4IEoFMvJeokY33a-DLNSFlYlw=w36-h36-p-rp-mo-br100
Risco Agustinmn,5.0,4 bulan lalu,"Lebih luas dan nyaman untuk menikmati hidangan, langganan gacoan buat nambah mood, udang keju, green tai tea dan teh tarik 🔥
Tapi udah gak keliatan bapak parkir yang biasanya bisa diajak gurau. …",https://lh3.googleusercontent.com/a/ACg8ocJ-i30aKaoIPVyJcEITQ_7F3hLs4tY6qVxIN8IGvz-J8QGR6VU=w36-h36-p-rp-mo-br100
Idha Ann,4.0,2 bulan lalu,"Sistem layanan oke,jenis minuman bervariasi dan enak enak",https://lh3.googleusercontent.com/a-/ALV-UjVjicwHuS6N0Fkd-akr3tsa3KjVAQKJynYHZwF8CNuDbP28mNku=w36-h36-p-rp-mo-ba4-br100
Aysila Fitri,5.0,4 bulan lalu,"Tempatnya sekarang makin luas dan rasa mie tetep ga pernah berubah 😍😍😍😍,
Gacoan memang👌 …",https://lh3.googleusercontent.com/a-/ALV-UjVO0nWmGM9oQg0CLhsaMa-q6r2ZttjacMNlJ-OJOS0WgCwPWK1r=w36-h36-p-rp-mo-br100
Cheril Jasmine,5.0,3 bulan lalu,"makanannya enak"" apalagi perdimsuman nya, tempatnya juga aesthetic",https://lh3.googleusercontent.com/a-/ALV-UjVocpuUfiNTV-fqTapYpfc06W_2g6X6QwitBL2GIsk8kuFA-Su-Vw=w36-h36-p-rp-mo-br100
Tasya Putri,5.0,4 bulan lalu,"Pegawainya Baik, ramah. Rasanya juga enak. jangan lupa mampir guysss",https://lh3.googleusercontent.com/a/ACg8ocIS_-ECXBVD6G1keQz5VjVCin6K95h47c8uvg2mHpXgPlrBqg=w36-h36-p-rp-mo-br100
Felicia C,1.0,4 bulan lalu,"Batal makan gara"" rame tetep dikenakan parkir alasannya udh dpt karcis. Kita gatau rame/ngganya karna masuk dpt karcis trus parkir trus masuk br tau. Enakan dulu, kalau rame ngga jadi makan tinggal ngomong pak parkirnya dan ga bayar.",https://lh3.googleusercontent.com/a/ACg8ocKZIkUDX-LYyGrlNoxzvkylLbvBhzq_ziyezCSuzunbvew8cg=w36-h36-p-rp-mo-br100
Ahmad Maulanal Fahmi,5.0,2 bulan lalu,"Luas tempatnya, parkir juga nyaman, sayangnya kalo bayar tunai harus bolak balik dari ambil antrian teru ke meja scan menu, pesen terus balik ke kasir buat bayar tunai. …",https://lh3.googleusercontent.com/a-/ALV-UjUOQC4-YfPtRcwKZmG3cUGxT13-5jRb1WkiLJKhs4hbF8t1BeHt=w36-h36-p-rp-mo-ba4-br100
tasyaism 06,1.0,5 bulan lalu,"problem Take Away :
-on duty manajer selina, seperti tidak bisa mengarahkan kegaduhan customer. jawabannya hanya 'seperti itu kak prosedurnya' gabisa kasi opsi lain. ditanya …",https://lh3.googleusercontent.com/a-/ALV-UjVFMAgqGx0Qek_RD_TPz-4U8R5vbHbTUNjBoG1_sf3_9HghUoM=w36-h36-p-rp-mo-br100
Faqih Sankovic,5.0,4 bulan lalu,"tempatnya lebih luas, praktis, pelayanannya mantap",https://lh3.googleusercontent.com/a/ACg8ocILLgoa7Kh9dizeKaJZoiR0PevVlbBcKuo-VIezHshn3JnePw=w36-h36-p-rp-mo-br100
Andini Rahmawati,5.0,sebulan lalu,sumpah ada miee yaang se enak iniii udang kejunyaaa surgaaaaa sihh kek omaygattt suka banget apalagi tempatnya luas pas dateng masi sepi si pelayananyaaa ramah semuaaaaaaaa sukaaa besttttt bbgtt luvvv🤩❤️‍🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ …,https://lh3.googleusercontent.com/a/ACg8ocIbT8PG5IL-Sa3ZItYms5JqNQv8Q7ElUkehQVeGD_Ie88Uetw=w36-h36-p-rp-mo-br100
Liya Suci Lestari,4.0,2 bulan lalu,"Baru pertama kali makan dine in. Biasanya go food. Untuknya makanannya oke, tapi untuk minumannya saya pesan es jeruk, kirain jeruk beneran. Ternyata jeruk-jerukan 😅. Dan sempet bingung juga pas baru dateng terus dikasih alat dan nggak …",https://lh3.googleusercontent.com/a/ACg8ocLsaGO2KC2yALgCFE6eihY6jkGBIDF6ns05ATvE59iPoMbOgAm8=w36-h36-p-rp-mo-ba2-br100
23 MOCH DINO FATAHILA,5.0,sebulan lalu,Nyaman sihhh cuma agak lama dikit di minumannya hehehehe,https://lh3.googleusercontent.com/a-/ALV-UjV61y_uY2ihNNKKPRShJBhDAGtSiYuZlUIJtxJb4Q9mzE9-ZRUM=w36-h36-p-rp-mo-br100
Moch. Khansa Maulana,5.0,sebulan lalu,"Gacoan loveeeeeeee❤❤❤❤❤👌👌👌👌
Rasanya best
Palayanan best bngt …",https://lh3.googleusercontent.com/a/ACg8ocJLnPgMyt9lHiWXNW0YL0iUQjAwnaDqj73ri_t4s_SyRex9WQ=w36-h36-p-rp-mo-br100
Erina Sudrajad,5.0,4 bulan lalu,"Enak sih gacoan disini, rasanya, pelayanannya, semuanyaa pokoonya daripada sebelum pindah itu. Aku garis bawahi 'pelayanan' nya, karena disini lebih tertata, pesen lewat barcode, jadi kalo mau bayar bisa tunai or nontunai, tinggal nunggu pesenan diantar/ngambil. Gausah antri² kayak duluu😭 …",https://lh3.googleusercontent.com/a-/ALV-UjWdRmIkOtd1j5pCUO7xRQzpycbaLjqXDpfAJXmhMVGWQJY_ZziO=w36-h36-p-rp-mo-ba5-br100
AA Dhea Kasih,2.0,seminggu lalu,"Makanan sih aman, cuma mohon untuk kamar mandinya lebih di perhatikan lagi, airnya juga mati😭😭 …",https://lh3.googleusercontent.com/a-/ALV-UjUmycH2JbanwIkGH01OHq4ojrfe9skg45ns6xCJkU19AKHQa8nBxw=w36-h36-p-rp-mo-br100
Taufiq Hidayat,5.0,4 bulan lalu,pelayanannya ramah makanannya enakk,https://lh3.googleusercontent.com/a/ACg8ocKQI6YFiTkyCnI25yjqcOUmEOFRzDJzdGCDfz5Kf4s-28s3Xg=w36-h36-p-rp-mo-br100
Nurus Saadah,5.0,2 bulan lalu,"Bagus,nyaman adem puass bgt pelayanannya",https://lh3.googleusercontent.com/a/ACg8ocLz1hMY4N3D4YgzkXeK8Xs8lFnOMDLuvdf5sqB9iHg4pO5vPA=w36-h36-p-rp-mo-br100
Misbahul Ulum,4.0,4 bulan lalu,"Skedar saran aja sih klk smisal tempat duduk/meja makan buat customer kurang banyak dan coba banyakin aja pasti makin rame, soalnya klk makanan ok sih tp minus tempat aja …",https://lh3.googleusercontent.com/a-/ALV-UjWVX4rN7isQJemuETdSlQiF1wEaGXIXsQx_LFGpInXxkDHIleI=w36-h36-p-rp-mo-br100
ramdhan elite,5.0,3 bulan lalu,"makanan sangat enak dan penyajiannya cepat,selain itu tempatnya juga bersih",https://lh3.googleusercontent.com/a-/ALV-UjVN5qidm_CV0hX32zAqI45sYo7masUumkLIqDLxi9L23FMgIRxc=w36-h36-p-rp-mo-br100
HAURA SALWA SALSABILA,5.0,4 bulan lalu,aga panas tempat saya duduk kurang kena kipas hehehe,https://lh3.googleusercontent.com/a-/ALV-UjVjDLig1Vu91A-ZoejWs45NISzSaT5-zxy0QDf6DkehaixM2dQl=w36-h36-p-rp-mo-br100
Muhammad Agus Hermawan,4.0,2 bulan lalu,Tempat lumayan luas,https://lh3.googleusercontent.com/a-/ALV-UjXuHwWOWv9haJeHgT7hsYsfn5ar9nW9Nqc95zv-Xr87Ql1Q4DkLog=w36-h36-p-rp-mo-ba4-br100
Ana Shinta,5.0,2 bulan lalu,"Best sih, pokoknya apapun kondisinya gacoan solusinya wkwk",https://lh3.googleusercontent.com/a-/ALV-UjWTea5J7KubN6cWwMyNAvVhniSxqk1ruQEr3OKJfjm5AJOXXHA=w36-h36-p-rp-mo-br100
Muhammadlutfizakaria 22,5.0,4 bulan lalu,Pelayananannya ramah cepat santap untuk makanan🥰 …,https://lh3.googleusercontent.com/a-/ALV-UjWJ1FBlAQBxhlcRYjDtEO34smgwf64_fG5SfPiGLKYFw4TBR9Y=w36-h36-p-rp-mo-br100
Bima Stock,5.0,sebulan lalu,Ini kesekian kalinya sih ke gacoan jember pelayanan selalu menyenangkan sumringah jadi kitanya happyyy mau makan dan 1 lagi cepatttttt bngt meskipun rame,https://lh3.googleusercontent.com/a/ACg8ocK0WM_R5zJD9CVhZ1dM9f9vkJ61ytaXbMiy8wpHbzN7AuKb9Q=w36-h36-p-rp-mo-br100
paramitaa,5.0,3 bulan lalu,"sangat sangat enak,pedesnya masih bisa di terima di lidah",https://lh3.googleusercontent.com/a-/ALV-UjUU1DNCq7YWfdV2sbU3-1ryAmK3JlF1SGQMv0KDZSN2h6aDWn9IRw=w36-h36-p-rp-mo-br100
mustain romli,5.0,2 bulan lalu,Kakak kasirnya cantik. Bulu matanya anti baday dan petire,https://lh3.googleusercontent.com/a-/ALV-UjVO7E82sfiZLeyXvrULEF8We7DLVjdkWmQj9AEKsdqv7_bCZts=w36-h36-p-rp-mo-br100
agus budiono,5.0,2 bulan lalu,Salah satu warung kedai resto mie di kota Jember dengan cita rasa yang enak dengan fasilitas lahan parkir yang luas dan toilet. Tempat makan yang nyaman berlokasi di jalan PB Sudirman pertigaan ke arah jalan Wijaya Kusuma.. tepatnya di depan apotek Bima 3. recommended 👍 …,https://lh3.googleusercontent.com/a-/ALV-UjUUDclIsFr0iGT_KEnplNB-2a1MqYsLrvCOG3ulsNjFZojImCI=w36-h36-p-rp-mo-ba5-br100
Dareenmoonstar First,5.0,4 bulan lalu,"Mic nya diganti,,, Masa Pemberitahuan ke costomer Ngga Jelas Gitu,,, Sekelas Gacoan Ganti Mic Pemberitahuan Aja Ngga Kuat,, Payah,,",https://lh3.googleusercontent.com/a-/ALV-UjUwH0yPZ9BZRg7aUer7fnQd8Sh-uhQjVFMP8k8l5SZaKLXGSvg=w36-h36-p-rp-mo-br100
salsabilla febriansyah,5.0,2 bulan lalu,"Pelayanan bagus, cepat dan semakin luas tempatnyaa, rasanya jugaa ga berubahh, bestt 🔥🤏🏻 …",https://lh3.googleusercontent.com/a-/ALV-UjUNlh9JsJkvdyxSTWo1FPqYJwJgum4vg-0FUn5pzEKpborb0iPnKA=w36-h36-p-rp-mo-br100
Muhammad Fadloilul Khoirot,3.0,2 bulan lalu,"rasanya tidak konsisten, mie terkadang basah terkadang kering.
porsi terkadang banyak, terkadang sedikit.
dan usahakan minuman di antar dahulu, meski tidak bersamaan dengan makanannya.",https://lh3.googleusercontent.com/a-/ALV-UjUf5Syo3PxvL_g8MaPDQxI7Q7eVb1RkOMnFjSaRQV0JA9wcTsTt=w36-h36-p-rp-mo-br100
Diva Anggraeni200,5.0,2 minggu lalu,Bestttt bngttttttt gacoann bestt lovee u gaconnnn❤❤❤❤💓💓💓💓💓💓 …,https://lh3.googleusercontent.com/a/ACg8ocJqTle74yizxqfHbYZsfBS26gRUJ7RrSqs3DARmDYKY8FcFRg=w36-h36-p-rp-mo-br100
prendi prayugi,5.0,5 bulan lalu,Lumayan agak sepi jam segini jadi ga antri lama lama🤣 …,https://lh3.googleusercontent.com/a-/ALV-UjVatl6a5_5Guqw4cZ9jMxe15B-zObNEBOCqmukSzwHAysAGTjU=w36-h36-p-rp-mo-br100
Husni Nur Maliha,5.0,4 bulan lalu,"Suka pol
Mie pedes paling enak",https://lh3.googleusercontent.com/a-/ALV-UjUwvdKpBd9NyZWhSJbc-JsZXBIfVQInq6qt0C2IFnqpBhFhi-iu=w36-h36-p-rp-mo-br100
E_Afita Khoirun Nisa,5.0,3 bulan lalu,Tempat sangat nyaman dan pelayanan sangat ramahhh,https://lh3.googleusercontent.com/a-/ALV-UjWXZEJO-9tnVo9UYzQ-PgunOR_9tzpK5njdIwEjQ49wvzjhPuaU=w36-h36-p-rp-mo-br100
Yashinta Mayowi,1.0,5 bulan lalu,"2x pesan shopeefood, estimasi tertulis 1.5 jam sampai, dan dua duanya di cancel mendekati 1.5 jam. Kalau memang mau cancel mending cancel saja dari awal, jangan customer sudah nunggu 1.5 jam baru di cancel. Mengecewakan sekali dicancel saat …",https://lh3.googleusercontent.com/a-/ALV-UjUI5W0yUj7VL8vx8w9ZViJySCL1zdBwxmpXbwdUNXrzAppjCtstfA=w36-h36-p-rp-mo-br100
Aizet 24,4.0,4 bulan lalu,Minya lezatt untuk rasanya menurut saya masih enak yang gacoan dulu. Untuk pelayanannya lumayan lama mungkin karena rame yaa tapi masih menduduki mie terbestt dijember menurut akuu🤩 …,https://lh3.googleusercontent.com/a-/ALV-UjXn0p1qvTY3t6jhRmG34aOCqHQny8cBI0sI-o-o0oFfI3a4I8t7Sg=w36-h36-p-rp-mo-br100
Nofia Nindy,5.0,3 bulan lalu,"Pelayanan sangat ramah sekali, makanan selalu di hangat ga pernah dingin dan suasana nyaman polll. Hampir tiap hari makan disini soalnya.. Mantulll bgttttt 👍 …",https://lh3.googleusercontent.com/a-/ALV-UjVblbUzD1pE_MIovYyulgffPlGNTkwJT9nhbcEWvHSQe10cFmoX=w36-h36-p-rp-mo-br100
Dyana Affandi,5.0,4 bulan lalu,pelayanannya sangat cepat makanannya juga masih hangat sangat tidak mengecewakan,https://lh3.googleusercontent.com/a/ACg8ocLvZgjOA_4XZYy9dQ6IQCcnlNqi7QMQTPvw75EFOJIOkJ783Qfo=w36-h36-p-rp-mo-br100
Di Ah,5.0,2 bulan lalu,makanannya enak bgt sih wajib kesini🔥🔥 …,https://lh3.googleusercontent.com/a-/ALV-UjVsicXGCu96mbY3Dgf5YgSSDcyXZKrm-sRNbn_W-mQg3Ls2swA=w36-h36-p-rp-mo-br100
Putri Ayunda,5.0,2 bulan lalu,"tempatnya skarang lebih luas,dan tidak perlu antri ke kasir jika ingin memesan. juga harga yang terjangkau cocok untuk semua kalangan",https://lh3.googleusercontent.com/a/ACg8ocLte0pExmBVrMzZ_pqBz3IC8ow_AcpQjlAOGpaWprB5qXQxFg=w36-h36-p-rp-mo-br100
Intan Nilasari,5.0,3 bulan lalu,Pelayanan ramah. Suasana enak. Lebih luas. Tempat duduk lebih banyak. Pemesanan juga lebih praktis dengan ada nya scan barcode. Jd gk perlu nunggu berdiri terlalu lama.,https://lh3.googleusercontent.com/a-/ALV-UjWQg4UX7BXHWMLvZHeYdiGvsrhEeCWxuQ53d7vr-RPZB4R3IiiZ=w36-h36-p-rp-mo-br100
Jihan Qorinatus,5.0,4 bulan lalu,"Pelayanan nya satset,emang langganan dari dulu😍loppp bgt gacoann …",https://lh3.googleusercontent.com/a-/ALV-UjXkkYDhg60j8LKkqPouNGYtdCigk96JptK3fq3E6Ixa-XJOJfgx=w36-h36-p-rp-mo-br100
M Lidiaa,5.0,4 bulan lalu,"Bagus banget tempatnya sekarang sangat nyaman, pelayanan juga oke",https://lh3.googleusercontent.com/a/ACg8ocKuQAxXWRJQf8o4ER8KnMU4qoftYKZg2bw4ulsigvBXaxNB=w36-h36-p-rp-mo-br100
Melinda Lady,5.0,4 bulan lalu,"Rame ya tempatnyaa
Definisi Tamban rameee soalnya tempatnya luas banget",https://lh3.googleusercontent.com/a/ACg8ocLCxw0BIQa8dDLMxQS4TmKdSebVTa-P3Hqq9oSyxQu2Dn6Eug=w36-h36-p-rp-mo-br100
Star Tauruss,5.0,5 bulan lalu,"Makanan gak perlu gw ulas lagi karena emang udah enak, dgn kombo mi gacoan lvl 4 + udang kejunya.
Interiornya jadi lebih estetik & lebih luas gak bikin sumpek. …",https://lh3.googleusercontent.com/a-/ALV-UjVcych4zpGDfo5ljk6OmQDBOY_fHKOoddd-cVAFX2Kkg5UPvzk=w36-h36-p-rp-mo-ba3-br100
Widia Yanti,5.0,4 bulan lalu,"pelayanannya baguss sii, intinya ga pernah bosen makan disiniii",https://lh3.googleusercontent.com/a-/ALV-UjV4-4AsyOGIq2-fKPg7CqLpvA9SKTxd4ix89KtAAKtzWbOB29E7=w36-h36-p-rp-mo-br100
Muhammad Guntur,5.0,sebulan lalu,Tempatnya nyaman bersih dan luas.    Pelayanannya sangat baik dan ramah,https://lh3.googleusercontent.com/a/ACg8ocID3seyXkEV3RHeflU8iOOu0Sc31xIkQXcM5gjmNbSy16ZW0g=w36-h36-p-rp-mo-br100
pita,4.0,3 bulan lalu,"baru kemaren dari sini, makan gacoan level 2 berasa level diatasnya. mienya kurang kecap jadi kerasa bgt pedesnya kalo bisa ditambahin dong, gak kek waktu di sumatra",https://lh3.googleusercontent.com/a-/ALV-UjU0dI6X_koY8XsU8s98r3VnZglN9sKIUTW6sv0NHje3xkzCSVM-=w36-h36-p-rp-mo-br100
